"Título","CODIGO MOLDE","DEFECTOS A REPARAR","FECHA ENTRADA","FECHA ESPERADA","FECHA ENTREGA","ESTADO","OBSERVACIONES","Usuario","Recibido","Prioridad","H altura de pestaña","Created","Responsable","Tipo de reparacion","Tipo","ID","espesor_pestana","espesor_bowl","espesor_fondo","espesor_parte_plana","espesor_angulos","espesor_radios","Modified","Created By","Modified By"
"MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","0089-20","Tallado por Contramolde al revés, Molde Rayado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,561","30.00","2/23/2026 7:12 AM","Lina Osorio","Rapida","Molde","40764","0","0","0","0","0","0","2/24/2026 7:14 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-64","Molde Despicado, Molde Rayado, , ","2/23/2026","2/24/2026","2/24/2026","Entregado","Molde lo rayaron con espátula  y lo despicaron por dentro ","Lina Osorio",,"19,562","10.00","2/23/2026 7:13 AM","Lina Osorio","Rapida","Molde","40765","0","0","0","0","0","0","2/24/2026 7:03 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS PRO 60X60","0172-04","Molde Rayado, Molde Despicado, ","2/23/2026","2/24/2026","2/23/2026","Entregado",,"Lina Osorio",,"19,563","49.00","2/23/2026 7:14 AM","Lina Osorio","Rapida","Molde","40766","0","0","0","0","0","0","2/23/2026 3:32 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","0085-06","Molde Fisurado, Molde Rayado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,564","40.00","2/23/2026 7:15 AM","Lina Osorio","Rapida","Molde","40767","0","0","0","0","0","0","2/24/2026 11:16 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-11","Molde Despicado, Molde Rayado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,565","30.00","2/23/2026 7:17 AM","Lina Osorio","Rapida","Molde","40768","0","0","9","0","0","0","2/24/2026 6:47 AM","Mantenimiento","Mantenimiento"
"MOLDE ITALIANA ECO 150X70","00984","Molde con poros, Molde Fisurado, Molde Rayado, Molde Despicado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,566","30.00","2/23/2026 7:18 AM","Lina Osorio","Rapida","Molde","40769","0","0","0","0","0","0","2/24/2026 10:05 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-51","Molde Fisurado, Molde Rayado, ","2/23/2026","2/24/2026","2/23/2026","Entregado",,"Lina Osorio",,"19,567","20.00","2/23/2026 8:47 AM","Lina Osorio","Rapida","Molde","40770","0","0","0","0","0","0","2/23/2026 3:30 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS 48X51W BRILLANTE","01152","Molde Despicado, Molde Rayado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,568","10.00","2/23/2026 8:48 AM","Lina Osorio","Rapida","Molde","40771","0","0","0","0","0","0","2/24/2026 9:07 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 63X48","0192-18","Molde Despicado, Molde Rayado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,569","60.00","2/23/2026 8:50 AM","Lina Osorio","Rapida","Molde","40772","0","0","0","0","0","0","2/24/2026 11:40 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS GENOVA 94X48","0187-02","Molde Rayado, Molde Tallado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,570","68.00","2/23/2026 8:51 AM","Lina Osorio","Rapida","Molde","40773","0","0","0","0","0","0","2/24/2026 11:02 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-12","Desmanchado, ","2/23/2026","2/24/2026","2/23/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/23/2026 8:56 AM","Lina Osorio","Rapida",,"40774","0","0","0","0","0","0","2/23/2026 2:18 PM","Administrador Global","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-08","Modificación al contramolde, ","2/23/2026","3/3/2026","2/27/2026","Entregado","Se modifica cubierta porque esta muy gruesa ","Sonia Helena  Puerta puerta",,"19,567","30.00","2/23/2026 9:09 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40775","0","0","0","0","0","0","2/27/2026 7:21 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-20","Contramolde reventado, ","2/23/2026","2/27/2026","2/27/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,571","45.00","2/23/2026 9:12 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40776","0","0","0","0","0","0","2/27/2026 10:18 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-53","Molde Rayado, Molde Tallado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,572","30.00","2/23/2026 10:50 AM","Lina Osorio","Rapida","Molde","40777","0","0","0","0","0","0","2/24/2026 12:58 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 40X30","202-11",", Molde Despicado, Molde Rayado, Molde Fisurado, , ","2/23/2026","2/24/2026","2/25/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/23/2026 11:56 AM","Lina Osorio","Rapida",,"40778","0","0","0","0","0","0","2/25/2026 7:13 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-04","Reparación de tornillo de mamonete, Contramolde reventado, Reparación / cambio de pines, ","2/23/2026","2/27/2026","2/24/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,573","30.00","2/23/2026 12:28 PM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40779","0","0","0","0","0","0","2/24/2026 1:28 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-03","Molde Despicado, Molde Rayado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,574","300.00","2/23/2026 12:32 PM","Lina Osorio","Rapida","Molde","40780","0","0","0","0","0","0","2/24/2026 10:23 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-45","Molde Despicado, Contramolde fisurado, ","2/23/2026","2/24/2026","2/24/2026","Entregado","Lo tallaron por dentro en producción ","Lina Osorio",,"19,575","40.00","2/23/2026 12:39 PM","Lina Osorio","Rapida","Molde","40781","0","0","0","0","0","0","2/24/2026 7:15 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-18","Molde Rayado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,576","20.00","2/23/2026 12:55 PM","Lina Osorio","Rapida","Molde","40782","0","0","0","0","0","0","2/24/2026 10:03 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-10","Molde Fisurado, Molde Rayado, Molde Tallado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,577","0.00","2/23/2026 1:01 PM","Lina Osorio","Rapida","Molde","40783","0","0","0","0","0","0","2/24/2026 8:17 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","0087-11","Desmanchado, ","2/23/2026","2/24/2026","2/24/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/23/2026 1:30 PM","Lina Osorio","Rapida",,"40784","0","0","0","0","0","30","2/24/2026 1:09 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS 50X50 BRILLANTE","0168-06","Desmanchado, ","2/23/2026","2/24/2026","2/24/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/23/2026 1:31 PM","Lina Osorio","Rapida",,"40788","0","0","0","0","0","0","2/24/2026 6:46 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS BARI 63X48","1259-03","cambio de flanche, ","2/23/2026","3/2/2026","2/26/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,578","56.00","2/23/2026 1:32 PM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40789","0","0","0","0","0","0","2/26/2026 9:59 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS SIENA 79x48","0184-06","Molde Despicado, Molde Rayado, ","2/23/2026","2/24/2026","2/25/2026","Entregado","Reportado desde app nueva",,,"1","25.00","2/23/2026 1:33 PM","Lina Osorio","Rapida",,"40791","0","0","0","0","0","0","2/25/2026 7:43 AM","Administrador Global","Mantenimiento"
"MOLDE ITALIANA ECO 150X70","00022","Molde con poros, Molde Rayado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,579","20.00","2/23/2026 2:16 PM","Lina Osorio","Rapida","Molde","40792","0","0","0","0","0","0","2/24/2026 10:06 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","0085-13","Molde Despicado, Molde Rayado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,580","40.00","2/23/2026 2:30 PM","Lina Osorio","Rapida","Molde","40793","0","0","0","0","0","0","2/24/2026 9:38 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","0085-11","Molde Fisurado, Molde pelado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,581","40.00","2/23/2026 2:31 PM","Lina Osorio","Rapida","Molde","40794","0","0","0","0","0","0","2/24/2026 12:49 PM","Mantenimiento","Mantenimiento"
"MOLDE MESA DE TRABAJO PRO-MESON 140X60","0181-03","Molde Despicado, Molde Rayado, ","2/23/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,582","47.00","2/23/2026 2:32 PM","Lina Osorio","Rapida","Molde","40795","0","0","0","0","0","0","2/24/2026 10:27 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-43","Instalación de calzas de contramolde, Refuerzo en el herraje del molde, ","2/23/2026","2/24/2026","2/23/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,581","30.00","2/23/2026 2:34 PM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40796","0","0","0","0","0","0","2/23/2026 3:05 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS 48X51W BRILLANTE","01148"," Molde Despicado, Molde Rayado, ","2/23/2026","2/24/2026","2/24/2026","Entregado","Reportado desde app nueva",,,"1","0.00","2/23/2026 3:13 PM","Lina Osorio","Rapida",,"40797","0","0","0","0","0","0","2/24/2026 12:03 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","0081-05","Molde Fisurado, Molde Rayado, Molde Despicado, , ","2/23/2026","2/24/2026","2/24/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/23/2026 5:45 PM","Lina Osorio","Rapida",,"40798","0","0","0","0","0","0","2/24/2026 2:27 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 63X48","0192-23","Desmanchado, ","2/23/2026","2/24/2026","2/24/2026","Entregado","Reportado desde app nueva",,,"1","0.00","2/23/2026 5:45 PM","Lina Osorio","Rapida",,"40799","0","0","0","0","0","0","2/24/2026 12:22 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-15","Molde Rayado, ","2/24/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,583","380.00","2/24/2026 6:36 AM","Lina Osorio","Rapida","Molde","40800","0","0","0","0","0","0","2/24/2026 12:46 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-69","Molde Rayado, ","2/24/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,584","400.00","2/24/2026 6:37 AM","Lina Osorio","Rapida","Molde","40801","0","0","0","0","0","0","2/24/2026 12:43 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-39","Contramolde fisurado, Exceso de masa en el Contramolde, Conta molde con Acumulación de cera, Molde con poros, ","2/24/2026","2/25/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,585","45.00","2/24/2026 6:39 AM","Lina Osorio","Rapida","Molde","40802","0","0","0","0","0","0","2/24/2026 12:00 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 80X60","01149","Desmanchado, ","2/24/2026","2/25/2026","2/24/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/24/2026 6:40 AM","Lina Osorio","Rapida",,"40803","0","0","0","0","0","0","2/24/2026 11:20 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","0081-03",", Molde Despicado, Molde Rayado, Molde con Acumulación de cera, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/24/2026 6:43 AM","Lina Osorio","Rapida",,"40805","0","0","0","0","0","0","2/25/2026 7:37 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-02","Molde Despicado, Molde Fisurado, Molde Rayado, Molde Tallado, ","2/24/2026","2/25/2026","2/24/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/24/2026 6:43 AM","Lina Osorio","Rapida",,"40806","0","0","0","0","0","0","2/24/2026 3:15 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-63","Molde Rayado, Brrillado molde, ","2/24/2026","2/25/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,586","0.00","2/24/2026 6:43 AM","Lina Osorio","Rapida","Molde","40807","0","0","0","0","0","0","2/24/2026 2:06 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS GENOVA 63X48","0193-07","Molde Rayado, Molde Despicado, ","2/24/2026","2/25/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,587","45.00","2/24/2026 6:44 AM","Lina Osorio","Rapida","Molde","40808","0","0","0","0","0","0","2/24/2026 2:38 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 40X30","202-06"," Molde Despicado, Molde Fisurado, ","2/24/2026","2/25/2026","2/26/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/24/2026 7:24 AM","Lina Osorio","Rapida",,"40809","0","0","0","0","0","0","2/26/2026 8:56 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 63X48","0192-17","Desmanchado, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Reportado desde app nueva",,,"1","3.00","2/24/2026 7:25 AM","Lina Osorio","Rapida",,"40810","0","0","0","0","0","0","2/25/2026 6:52 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-09","Molde Fisurado, Molde Despicado, Molde Rayado, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Reportado desde app nueva",,,"1","3.00","2/24/2026 7:26 AM","Lina Osorio","Rapida",,"40811","0","0","0","0","0","0","2/25/2026 3:23 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS GENOVA 63X48","0193-05","Molde Rayado, Molde Tallado, ","2/24/2026","2/24/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,588","5.90","2/24/2026 7:36 AM","Lina Osorio","Rapida","Molde","40812","0","0","0","0","0","0","2/24/2026 3:14 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS 48X51W BRILLANTE","01154","cambio de flanche, , ","2/23/2026","3/3/2026","2/27/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,589","40.00","2/24/2026 8:26 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40813","0","0","0","0","0","0","2/27/2026 12:09 PM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 150X60 V.2 - PERF-CUB","231-06","Molde Nuevo, ","2/24/2026","3/4/2026","3/12/2026","Entregado","Esta pendiente para sacar la pieza ","Brian Stiven Sánchez Hernández",,"19,590","45.00","2/24/2026 9:17 AM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40814","12","9","8","11","0","8","3/12/2026 3:29 PM","Brian Stiven Sánchez Hernández","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-18","Molde Despicado, Molde con Acumulación de cera, Conta molde con Acumulación de cera, ","2/24/2026","2/25/2026","2/24/2026","Entregado",,"Lina Osorio",,"19,591","30.00","2/24/2026 9:21 AM","Lina Osorio","Rapida","Molde","40815","0","0","0","0","0","0","2/24/2026 2:42 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS 48X51W BRILLANTE","01153","Molde Despicado, Molde Rayado, ","2/24/2026","2/25/2026","2/25/2026","Entregado",,"Lina Osorio",,"19,592","48.00","2/24/2026 9:22 AM","Lina Osorio","Rapida","Molde","40816","0","0","0","0","0","0","2/25/2026 10:15 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","0086-21","Molde Despicado, Molde Rayado, ","2/24/2026","2/25/2026","2/25/2026","Entregado",,"Lina Osorio",,"19,593","40.00","2/24/2026 9:23 AM","Lina Osorio","Rapida","Molde","40817","0","0","0","0","0","0","2/25/2026 2:26 PM","Mantenimiento","Mantenimiento"
"MOLDE HONOLULU IZQUIERDA 180X120","1298-03","Molde Fisurado, Molde Despicado, Molde con poros, ","2/24/2026","2/25/2026","2/26/2026","Entregado",,"Lina Osorio",,"19,594","37.00","2/24/2026 9:24 AM","Lina Osorio","Rapida","Molde","40818","8","0","0","0","0","0","2/26/2026 12:22 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-14",", Molde Despicado, Molde Fisurado, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Reportado desde app nueva",,,"1","28.00","2/24/2026 10:24 AM","Lina Osorio","Rapida",,"40819","0","0","0","0","0","0","2/25/2026 2:29 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS PRO 60X60","0172-01","Desmanchado, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/24/2026 10:55 AM","Lina Osorio","Rapida",,"40820","0","0","0","0","0","0","2/25/2026 8:26 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-49","Desmanchado, ","2/24/2026","2/25/2026","2/24/2026","Entregado","Reportado desde app nueva",,,"1","0.00","2/24/2026 10:55 AM","Lina Osorio","Rapida",,"40821","0","0","0","0","0","0","2/24/2026 12:27 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 40X30","202-13","Molde Fisurado, Conta molde con Acumulación de cera, Contramolde reventado, ","2/24/2026","2/25/2026","2/25/2026","Entregado",,"Lina Osorio",,"19,595","30.00","2/24/2026 11:56 AM","Lina Osorio","Rapida","Molde","40822","0","0","0","0","0","0","2/25/2026 10:14 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","0089-23","Molde Despicado, Molde Tallado, ","2/24/2026","2/25/2026","2/25/2026","Entregado",,"Lina Osorio",,"19,596","20.00","2/24/2026 11:58 AM","Lina Osorio","Rapida","Molde","40823","0","0","0","0","0","0","2/25/2026 7:38 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-41","Desmanchado, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Reportado desde app nueva",,,"1","6.00","2/24/2026 12:26 PM","Lina Osorio","Rapida",,"40824","0","0","0","0","0","0","2/25/2026 7:36 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","0085-17","Desmanchado, ","2/24/2026","2/25/2026","2/24/2026","Entregado","Reportado desde app nueva",,,"1","0.00","2/24/2026 12:26 PM","Lina Osorio","Rapida",,"40825","0","0","0","0","0","0","2/24/2026 2:39 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS RIO 48X43 BRILLANTE","1252-07","Desmanchado, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/24/2026 12:26 PM","Lina Osorio","Rapida",,"40826","0","0","0","0","0","0","2/25/2026 6:52 AM","Administrador Global","Mantenimiento"
"MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","0089-12",", Molde Fisurado, Molde Despicado, ","2/24/2026","2/26/2026","2/26/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/24/2026 12:33 PM","Lina Osorio","Rapida",,"40828","0","0","0","0","0","0","2/26/2026 2:11 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-49"," Molde Despicado, Molde con Acumulación de cera, Molde con poros, ","2/24/2026","2/25/2026","2/26/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/24/2026 1:32 PM","Lina Osorio","Rapida",,"40829","0","0","0","0","0","0","2/26/2026 12:22 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS BARI 79X48 BRILLANTE","01092","Modificación al contramolde, ","2/24/2026","3/4/2026","2/27/2026","Entregado","Presenta las guías de la griferia muy salidas ","Sonia Helena  Puerta puerta",,"19,597","55.00","2/24/2026 1:33 PM","Bernardo Alfredo Restrepo Calle ","Especial","Molde","40830","0","0","0","0","0","0","2/27/2026 6:57 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-59","Desmanchado, ","2/24/2026","2/25/2026","2/24/2026","Entregado","Reportado desde app nueva",,,"1","60.00","2/24/2026 2:04 PM","Lina Osorio","Rapida",,"40831","0","0","0","0","0","0","2/24/2026 2:39 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS 50X50 BRILLANTE","0168-07","Desmanchado, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Reportado desde app nueva",,,"1","0.00","2/24/2026 2:05 PM","Lina Osorio","Rapida",,"40832","0","0","0","0","0","0","2/25/2026 6:53 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-68","Desgelcar, Limpieza de masa sin gelar, Brrillado molde, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Brillo y encerado ","Lina Osorio",,"19,598","45.00","2/24/2026 2:29 PM","Lina Osorio","Rapida","Molde","40833","0","0","0","0","0","0","2/25/2026 6:24 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS 48X51W BRILLANTE","01150","Desmanchado, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Reportado desde app nueva",,,"1","30.00","2/24/2026 3:01 PM","Lina Osorio","Rapida",,"40834","0","0","0","0","0","0","2/25/2026 8:25 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-64","Desgelcar, ","2/24/2026","2/24/2026","2/24/2026","Entregado","Limpieza de Gelcoat sin gelar ","Lina Osorio",,"19,599","10.00","2/24/2026 3:17 PM","Lina Osorio","Rapida","Molde","40835","0","0","0","0","0","0","2/24/2026 3:39 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-70","Desgelcar, Brrillado molde, Limpieza de masa sin gelar, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Encerado ","Lina Osorio",,"19,600","35.00","2/24/2026 3:19 PM","Lina Osorio","Rapida","Molde","40836","0","0","0","0","0","0","2/25/2026 6:25 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-74","Desgelcar, Limpieza de masa sin gelar, Brrillado molde, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Encerado ","Lina Osorio",,"19,601","45.00","2/24/2026 3:20 PM","Lina Osorio","Rapida","Molde","40837","0","0","0","0","0","7","2/25/2026 6:26 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-37","Desgelcar, Limpieza de masa sin gelar, Brrillado molde, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Encerado ","Lina Osorio",,"19,602","45.00","2/24/2026 3:22 PM","Lina Osorio","Rapida","Molde","40838","0","0","0","0","0","0","2/25/2026 6:29 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-57","Desgelcar, Limpieza de masa sin gelar, Brrillado molde, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Encerado ","Lina Osorio",,"19,603","30.00","2/24/2026 3:23 PM","Lina Osorio","Rapida","Molde","40839","0","0","0","0","0","0","2/25/2026 6:31 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-56","Desgelcar, Limpieza de masa sin gelar, Brrillado molde, ","2/24/2026","2/25/2026","2/25/2026","Entregado",,"Lina Osorio",,"19,604","30.00","2/24/2026 3:24 PM","Lina Osorio","Rapida","Molde","40840","0","0","0","0","0","0","2/25/2026 6:30 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-43","Limpieza de masa sin gelar, Desgelcar, Brrillado molde, ","2/24/2026","2/25/2026","2/25/2026","Entregado","Enredado ","Lina Osorio",,"19,605","40.00","2/24/2026 3:25 PM","Lina Osorio","Rapida","Molde","40841","0","0","0","0","0","0","2/25/2026 6:31 AM","Mantenimiento","Mantenimiento"
